LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,default.payment.next.month,BAL_AMT1,BAL_AMT2,BAL_AMT3,BAL_AMT4,BAL_AMT5,BAL_AMT6
480000.0,female,graduate_school,single,30,0,75729.0,-37859.0,4679.0,37469.0,16853.0,-7814.0
50000.0,female,university,married,29,0,78843.0,81305.0,83895.0,54250.0,55603.0,18636.0
500000.0,male,graduate_school,single,30,0,429613.0,305205.0,449942.0,425420.0,397337.0,396573.0
130000.0,male,university,married,43,0,0.0,0.0,-96963.0,93409.0,94569.0,98529.0
140000.0,male,graduate_school,single,29,0,25785.0,29140.0,31002.0,22567.0,23377.0,2327.0
190000.0,female,university,married,33,0,134265.0,135386.0,133711.0,137069.0,136394.0,137924.0
70000.0,male,university,married,31,0,32945.0,28633.0,35089.0,31225.0,36663.0,32921.0
400000.0,female,high_school,married,40,0,-5550.0,-36481.0,71671.0,-66349.0,41915.0,-9291.0
270000.0,female,high_school,married,30,0,-92.0,3934.0,0.0,-3353.0,2589.0,-34768.0
200000.0,male,graduate_school,married,39,0,3267.0,1088.0,-13849.0,13067.0,-3482.0,-10814.0
210000.0,female,university,married,42,0,98431.0,82271.0,67455.0,9288.0,17509.0,26225.0
330000.0,female,university,single,33,0,159517.0,152518.0,144525.0,138242.0,133227.0,134877.0
140000.0,male,university,single,28,0,213318.0,128471.0,120564.0,-63436.0,134095.0,137564.0
370000.0,male,university,married,38,0,181567.0,175292.0,178344.0,185213.0,186602.0,189970.0
230000.0,female,high_school,single,25,0,24214.0,25437.0,20010.0,-104160.0,104160.0,0.0
230000.0,male,graduate_school,single,39,0,-740.0,834.0,-817.0,517.0,-647.0,-9597.0
110000.0,female,university,single,24,0,72184.0,66450.0,67694.0,46720.0,46640.0,41692.0
200000.0,female,graduate_school,single,28,0,-343.0,6509.0,-4796.0,2136.0,4112.0,-3428.0
260000.0,female,graduate_school,single,39,0,572.0,978.0,198.0,0.0,-150.0,150.0
30000.0,male,unknown,single,24,0,20283.0,21139.0,21423.0,25668.0,24887.0,0.0
140000.0,female,high_school,single,31,0,133934.0,89136.0,91041.0,92767.0,95883.0,76972.0
50000.0,male,university,single,60,0,49065.0,48144.0,34284.0,32413.0,8897.0,9255.0
70000.0,female,graduate_school,married,45,0,116630.0,-207569.0,69732.0,67688.0,27425.0,28160.0
280000.0,male,university,married,35,0,198260.0,98097.0,100596.0,103950.0,84106.0,85296.0
530000.0,female,university,single,39,0,381747.0,382222.0,344338.0,306544.0,279080.0,283542.0
210000.0,female,university,single,27,0,190.0,-3364.0,-662.0,1901.0,-2706.0,2706.0
80000.0,male,high_school,married,38,0,76129.0,71777.0,73274.0,69911.0,47835.0,46736.0
50000.0,female,university,married,47,0,25121.0,51980.0,18476.0,20781.0,17090.0,16057.0
360000.0,female,graduate_school,single,27,0,0.0,0.0,0.0,0.0,0.0,0.0
130000.0,male,unknown,single,37,0,20718.0,21396.0,18833.0,20723.0,20617.0,21247.0
140000.0,female,graduate_school,single,30,0,3775.0,4337.0,5955.0,5347.0,7425.0,8592.0
130000.0,female,university,single,29,0,79745.0,94597.0,88577.0,86172.0,92698.0,92845.0
180000.0,male,university,single,26,0,123722.0,132180.0,121519.0,116401.0,131562.0,122150.0
300000.0,male,university,single,31,0,272531.0,276424.0,293351.0,126096.0,123679.0,121843.0
310000.0,female,university,married,34,0,84821.0,40994.0,25198.0,25766.0,25341.0,25891.0
200000.0,female,university,single,37,0,226365.0,206261.0,201315.0,198563.0,195896.0,165911.0
80000.0,male,university,married,54,0,25230.0,20667.0,26978.0,21459.0,21742.0,21087.0
300000.0,female,unknown,single,26,0,282752.0,195660.0,42733.0,22395.0,-3851.0,9331.0
140000.0,male,university,single,50,0,94258.0,86923.0,13203.0,16241.0,-20006.0,-112177.0
400000.0,male,graduate_school,single,34,0,-5.0,-5.0,-1309.0,-3076.0,3349.0,2034.0
80000.0,female,high_school,married,34,0,78489.0,76697.0,68847.0,79620.0,75057.0,76953.0
30000.0,female,university,married,38,0,22266.0,14334.0,9778.0,9475.0,7956.0,2804.0
150000.0,female,university,single,30,0,0.0,0.0,0.0,-268.0,268.0,-7682.0
20000.0,male,high_school,single,26,0,20780.0,20172.0,18400.0,20000.0,20000.0,0.0
280000.0,male,graduate_school,single,30,0,3310.0,-4771.0,3763.0,996.0,-1199.0,290.0
350000.0,female,graduate_school,marriage_others,53,0,28519.0,1738.0,1855.0,-29107.0,26250.0,6877.0
70000.0,female,high_school,married,26,0,68557.0,67347.0,69027.0,69128.0,48777.0,49013.0
360000.0,female,graduate_school,married,38,0,-11664.0,7770.0,-23243.0,20881.0,6593.0,-263.0
360000.0,male,high_school,married,31,0,-392.0,-435.0,-136274.0,131198.0,133603.0,136253.0
160000.0,female,graduate_school,single,46,0,-2564.0,8788.0,0.0,0.0,0.0,0.0
170000.0,female,graduate_school,single,27,0,57937.0,13848.0,-110208.0,119208.0,117955.0,111191.0
30000.0,male,university,married,36,0,18811.0,13225.0,22630.0,21988.0,16057.0,25412.0
280000.0,male,graduate_school,single,27,0,5230.0,-19670.0,20636.0,19957.0,-34574.0,34260.0
220000.0,female,graduate_school,married,43,0,4643.0,4911.0,0.0,0.0,2080.0,-2080.0
210000.0,male,graduate_school,married,40,0,-1923.0,4424.0,621.0,-87726.0,90509.0,-3061.0
300000.0,female,graduate_school,single,27,0,-41565.0,-37173.0,120927.0,104587.0,57262.0,-58988.0
100000.0,male,graduate_school,single,29,0,52754.0,55364.0,61236.0,58681.0,59602.0,61983.0
80000.0,female,graduate_school,married,50,0,0.0,0.0,0.0,0.0,0.0,0.0
20000.0,male,university,single,30,0,17757.0,19020.0,18812.0,7717.0,11534.0,14899.0
30000.0,female,university,single,25,0,-1232.0,-30252.0,25843.0,26874.0,27330.0,27602.0
340000.0,female,university,married,47,0,-385.0,-4377.0,-2972.0,7031.0,-419.0,-175341.0
80000.0,female,graduate_school,single,23,0,7166.0,4777.0,0.0,0.0,0.0,0.0
500000.0,male,graduate_school,married,37,0,773.0,1188.0,-450.0,-6655.0,6805.0,0.0
110000.0,male,university,married,32,0,71007.0,72895.0,70686.0,65681.0,58144.0,59537.0
280000.0,female,graduate_school,single,39,0,7524.0,-3968.0,3968.0,3868.0,0.0,0.0
310000.0,female,high_school,single,28,0,213036.0,169260.0,106798.0,99313.0,104745.0,98646.0
450000.0,female,university,married,53,0,0.0,-1215.0,-4565.0,3622.0,1480.0,-2955.0
60000.0,female,university,married,48,0,-5685.0,14262.0,-2137.0,2575.0,-4532.0,966.0
210000.0,female,high_school,married,35,0,76662.0,23651.0,20823.0,26032.0,30457.0,38814.0
120000.0,female,graduate_school,single,31,0,0.0,0.0,0.0,-316.0,632.0,0.0
20000.0,female,high_school,married,41,0,4067.0,8989.0,7385.0,6698.0,8139.0,7395.0
280000.0,male,graduate_school,single,32,0,27068.0,26915.0,29433.0,31236.0,-500.0,-4300.0
50000.0,female,university,single,28,0,0.0,0.0,0.0,0.0,0.0,0.0
420000.0,female,graduate_school,single,31,0,124001.0,90981.0,60979.0,-172207.0,199313.0,177250.0
330000.0,female,graduate_school,single,28,0,-1056.0,-958.0,2006.0,-1687.0,295.0,415.0
80000.0,female,university,married,40,0,632.0,-30159.0,30465.0,1139.0,-9038.0,-6431.0
80000.0,male,high_school,single,25,0,75941.0,75272.0,5169.0,29106.0,29217.0,29277.0
200000.0,male,graduate_school,single,30,0,12461.0,-3939.0,6632.0,-734.0,734.0,-21905.0
210000.0,male,high_school,single,34,0,-282.0,-379.0,-52898.0,24400.0,77380.0,82150.0
450000.0,female,university,single,29,0,361724.0,358172.0,53924.0,26126.0,17345.0,9816.0
30000.0,female,university,single,51,0,23582.0,26480.0,24833.0,25004.0,25326.0,26282.0
50000.0,male,university,single,32,0,44623.0,-1689.0,40005.0,28326.0,23728.0,27195.0
50000.0,male,high_school,married,45,0,41454.0,42399.0,43456.0,44829.0,45173.0,45621.0
280000.0,female,graduate_school,married,32,0,131630.0,110209.0,112118.0,111689.0,113745.0,113653.0
270000.0,male,graduate_school,single,36,0,9585.0,-5030.0,-1691.0,7703.0,-3981.0,1649.0
240000.0,male,university,single,27,0,0.0,0.0,0.0,0.0,0.0,0.0
80000.0,male,graduate_school,single,27,0,62565.0,59342.0,49529.0,38484.0,31597.0,29200.0
500000.0,female,graduate_school,single,27,0,69004.0,69221.0,73133.0,72905.0,54556.0,42085.0
360000.0,male,graduate_school,married,43,0,-4372.0,4928.0,-9508.0,-20549.0,26370.0,-59022.0
140000.0,female,university,single,26,0,7178.0,0.0,0.0,-397.0,3173.0,-762.0
240000.0,male,graduate_school,single,41,0,20412.0,22974.0,25480.0,29265.0,26685.0,25393.0
50000.0,male,graduate_school,single,22,0,3837.0,4960.0,6150.0,5800.0,5420.0,-780.0
500000.0,female,graduate_school,married,34,0,274.0,-2161.0,1048.0,45.0,55.0,-14665.0
200000.0,female,university,married,48,0,-4501.0,5357.0,-73462.0,24836.0,23098.0,-48834.0
340000.0,male,university,married,35,0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0
200000.0,male,university,single,29,0,-22567.0,24391.0,21781.0,44638.0,33345.0,16795.0
50000.0,male,university,single,41,0,47795.0,42437.0,19114.0,18707.0,18566.0,18916.0
200000.0,female,graduate_school,married,32,0,26938.0,16872.0,9718.0,15213.0,58126.0,-364.0
200000.0,female,graduate_school,married,26,0,0.0,0.0,0.0,-5196.0,4361.0,11501.0
90000.0,female,university,married,50,0,65651.0,38514.0,7227.0,-2000.0,-5327.0,10327.0
30000.0,male,university,single,26,0,24386.0,23744.0,23090.0,17436.0,21886.0,30858.0
70000.0,female,graduate_school,single,27,0,0.0,0.0,0.0,-150.0,-200.0,150.0
260000.0,female,university,married,35,0,-59683.0,61650.0,6000.0,-88348.0,83348.0,60962.0
150000.0,male,education_others,marriage_others,27,0,2315.0,-4853.0,7002.0,0.0,0.0,0.0
110000.0,female,university,single,39,0,106033.0,104467.0,107474.0,103390.0,102180.0,103009.0
120000.0,female,university,married,32,0,108371.0,110610.0,107978.0,108522.0,109957.0,113946.0
10000.0,male,university,married,44,0,4028.0,9080.0,7602.0,9604.0,9408.0,9800.0
320000.0,male,high_school,married,36,0,4634.0,-6266.0,3237.0,-6397.0,-5607.0,-995.0
10000.0,female,graduate_school,single,23,0,1413.0,3188.0,5805.0,7046.0,8714.0,7932.0
80000.0,male,university,married,36,0,21995.0,22675.0,20344.0,7311.0,6100.0,2160.0
200000.0,female,high_school,single,31,0,-97661.0,-213.0,194779.0,110902.0,164444.0,5952.0
100000.0,female,high_school,married,53,0,0.0,0.0,0.0,0.0,0.0,0.0
60000.0,male,high_school,married,43,0,42388.0,40706.0,40475.0,41849.0,16904.0,15014.0
70000.0,female,university,married,29,0,9502.0,6972.0,11997.0,6832.0,0.0,0.0
1000.0,male,unknown,marriage_others,18,0,100.0,0.0,0.0,0.0,0.0,0.0
500000.0,female,graduate_school,married,44,0,-296278.0,361493.0,294735.0,189522.0,-38657.0,-205390.0
250000.0,male,high_school,married,39,0,-1342.0,3314.0,-800.0,-2776.0,3576.0,0.0
110000.0,female,graduate_school,married,41,0,150.0,150.0,150.0,150.0,150.0,150.0
180000.0,female,university,married,33,0,-1066.0,-6018.0,5566.0,5905.0,6385.0,6847.0
230000.0,female,high_school,married,43,0,-1409.0,1532.0,560.0,0.0,0.0,0.0
30000.0,female,university,married,45,0,15166.0,16578.0,19260.0,19626.0,20142.0,20290.0
50000.0,female,university,married,26,0,-1000.0,1000.0,2000.0,0.0,0.0,0.0
20000.0,male,university,single,25,0,12589.0,-284.0,-19757.0,18853.0,19437.0,18382.0
70000.0,male,graduate_school,marriage_others,57,0,66731.0,68031.0,67545.0,65802.0,63476.0,61044.0
450000.0,male,university,single,37,0,456627.0,34143.0,-12336.0,16756.0,5440.0,7440.0
500000.0,female,graduate_school,single,35,0,14520.0,-4427.0,231.0,8451.0,18135.0,15673.0
30000.0,female,university,single,28,0,5688.0,-378.0,-1676.0,-4528.0,5448.0,-10000.0
80000.0,male,university,single,33,0,9209.0,-8450.0,31088.0,-3436.0,-35.0,2367.0
500000.0,female,university,married,43,0,-1990.0,111.0,-4518.0,-1017.0,3621.0,2426.0
80000.0,female,university,married,29,0,76600.0,75668.0,79330.0,47507.0,46067.0,48234.0
30000.0,male,graduate_school,married,30,0,7024.0,10855.0,12634.0,15378.0,13961.0,18669.0
230000.0,female,university,single,31,0,753.0,2896.0,-9031.0,9752.0,-51251.0,59792.0
110000.0,female,university,single,29,0,107166.0,107815.0,104371.0,108310.0,106971.0,104875.0
50000.0,male,university,single,39,0,24342.0,21530.0,15480.0,15908.0,16327.0,16995.0
330000.0,male,high_school,single,48,0,-571.0,571.0,-11942.0,11642.0,300.0,-200.0
20000.0,female,university,single,26,0,18432.0,17368.0,15520.0,17018.0,16779.0,16838.0
60000.0,female,graduate_school,single,27,0,14072.0,0.0,-300.0,300.0,0.0,-50.0
30000.0,female,university,single,24,0,29755.0,29381.0,30440.0,29516.0,29031.0,27528.0
150000.0,female,graduate_school,single,29,0,1047.0,-3199.0,1444.0,-3580.0,520.0,5400.0
210000.0,female,graduate_school,single,32,0,64174.0,66289.0,68337.0,68861.0,70805.0,71827.0
230000.0,female,university,single,30,0,106402.0,110273.0,114467.0,104826.0,97362.0,88481.0
240000.0,male,graduate_school,married,37,0,-3563.0,-147534.0,144692.0,-1872.0,7490.0,303.0
160000.0,female,university,single,33,0,146771.0,172632.0,168541.0,158210.0,150381.0,156905.0
100000.0,female,university,married,29,0,500.0,0.0,0.0,0.0,0.0,0.0
50000.0,male,university,single,23,0,0.0,0.0,-1000.0,1000.0,0.0,0.0
90000.0,female,university,single,23,0,84170.0,83653.0,54819.0,20895.0,12543.0,-671.0
120000.0,female,graduate_school,single,31,0,78238.0,79055.0,72735.0,56811.0,62179.0,58481.0
360000.0,male,university,single,33,0,7443.0,-8461.0,10439.0,1831.0,-3698.0,6234.0
130000.0,male,high_school,married,49,0,114422.0,111766.0,101511.0,84410.0,82991.0,82424.0
140000.0,male,university,single,36,0,91067.0,89665.0,84791.0,77284.0,77086.0,78659.0
110000.0,female,university,single,25,0,105583.0,110625.0,110687.0,113879.0,108268.0,103423.0
170000.0,male,graduate_school,single,33,0,-341.0,600.0,-1999.0,999.0,900.0,-1500.0
340000.0,female,graduate_school,married,38,0,-9450.0,3060.0,10780.0,6201.0,2022.0,3677.0
50000.0,female,university,married,26,0,40110.0,31833.0,28770.0,28921.0,28165.0,22615.0
220000.0,female,university,married,32,0,26853.0,25145.0,25751.0,20067.0,14831.0,-15118.0
130000.0,male,university,single,27,0,6000.0,3007.0,3665.0,-1776.0,2938.0,1851.0
100000.0,male,university,single,25,0,71522.0,78064.0,49000.0,-32000.0,0.0,0.0
30000.0,male,university,married,38,0,12085.0,14502.0,19900.0,18078.0,21994.0,20330.0
130000.0,male,graduate_school,married,29,0,115722.0,114323.0,36765.0,32349.0,32797.0,31795.0
150000.0,female,graduate_school,single,28,0,-1309.0,2468.0,0.0,-10317.0,11476.0,8215.0
50000.0,female,graduate_school,single,33,0,0.0,-12493.0,-3507.0,28365.0,5301.0,999.0
490000.0,female,university,single,52,0,184804.0,182982.0,200700.0,44894.0,43596.0,48784.0
470000.0,female,university,single,40,0,266928.0,271001.0,279738.0,283629.0,289675.0,295326.0
50000.0,male,university,married,42,0,345.0,1545.0,-19006.0,17731.0,18060.0,18346.0
50000.0,female,high_school,married,29,0,43061.0,44197.0,48637.0,6378.0,7103.0,8463.0
360000.0,female,graduate_school,single,30,0,2500.0,0.0,0.0,0.0,0.0,0.0
400000.0,female,graduate_school,single,48,0,13632.0,-42542.0,37292.0,25017.0,-23688.0,38994.0
50000.0,male,high_school,married,49,0,36692.0,34002.0,30770.0,30581.0,32539.0,31245.0
80000.0,female,graduate_school,single,39,0,-1805.0,-2109.0,-1523.0,4969.0,-2650.0,1715.0
80000.0,female,high_school,married,51,0,78404.0,61944.0,52212.0,50297.0,27050.0,26973.0
120000.0,male,university,married,41,0,37606.0,40679.0,36330.0,38948.0,42509.0,43643.0
50000.0,male,university,single,56,0,46141.0,47131.0,47405.0,44239.0,18876.0,18179.0
70000.0,male,university,married,39,0,66775.0,69965.0,68938.0,14518.0,11096.0,830.0
60000.0,female,high_school,married,63,0,51285.0,54738.0,53989.0,26189.0,20888.0,21083.0
60000.0,male,graduate_school,married,37,0,55435.0,57812.0,26419.0,26927.0,27352.0,28043.0
200000.0,male,graduate_school,single,34,0,-831.0,166.0,209.0,-277.0,-1951.0,799.0
500000.0,female,graduate_school,single,44,0,-5218.0,1237.0,3981.0,-3672.0,-3945.0,4926.0
280000.0,female,university,single,33,0,-5350.0,82.0,5525.0,-21339.0,20732.0,607.0
30000.0,male,university,single,38,0,-608.0,-2054.0,940.0,-1064.0,-1412.0,2319.0
30000.0,female,university,marriage_others,54,0,0.0,0.0,0.0,-20363.0,19579.0,16819.0
50000.0,male,university,single,25,0,46481.0,47573.0,46913.0,37906.0,18388.0,18700.0
200000.0,male,high_school,marriage_others,48,0,2551.0,1231.0,-8197.0,-23289.0,38079.0,0.0
80000.0,female,university,married,41,0,1048.0,1113.0,-61098.0,61664.0,58281.0,53801.0
170000.0,male,unknown,married,56,0,31229.0,129748.0,127615.0,126697.0,124293.0,123379.0
100000.0,male,university,single,33,0,0.0,0.0,0.0,-79679.0,76379.0,76481.0
240000.0,male,graduate_school,single,32,0,233898.0,216631.0,207978.0,185653.0,160216.0,119520.0
10000.0,male,university,married,59,0,5537.0,6704.0,8386.0,8548.0,8657.0,9132.0
120000.0,female,university,married,42,0,0.0,0.0,0.0,0.0,-649.0,1148.0
120000.0,female,university,married,30,0,81013.0,81803.0,83098.0,83771.0,83833.0,88348.0
290000.0,male,graduate_school,single,28,0,16859.0,17485.0,16721.0,17345.0,7748.0,5559.0
170000.0,female,graduate_school,married,30,0,260.0,4024.0,-34494.0,29490.0,650.0,-7150.0
180000.0,female,university,single,25,0,171107.0,170498.0,168881.0,170522.0,136815.0,133862.0
210000.0,female,high_school,married,34,0,6161.0,-2500.0,1313.0,4655.0,700.0,-890.0
200000.0,male,graduate_school,married,43,0,-1704.0,-2865.0,-1953.0,-47614.0,54253.0,866.0
120000.0,female,graduate_school,married,31,0,-3856.0,4480.0,1880.0,2280.0,0.0,0.0
40000.0,male,university,single,31,0,35477.0,35793.0,36529.0,35611.0,35588.0,36341.0
170000.0,male,graduate_school,married,53,0,16539.0,16731.0,18256.0,17084.0,17386.0,12569.0
210000.0,female,high_school,single,37,0,4123.0,1317.0,-5497.0,11176.0,-2262.0,-6344.0
80000.0,male,university,single,36,0,72573.0,76753.0,79736.0,76419.0,44184.0,43633.0
250000.0,female,university,single,40,0,-1069.0,749.0,-320.0,-2320.0,-2378.0,1058.0
1000.0,male,unknown,marriage_others,18,0,100.0,0.0,0.0,0.0,0.0,0.0
80000.0,male,graduate_school,single,35,0,33642.0,34947.0,38273.0,23982.0,7458.0,-390.0
160000.0,female,university,married,23,0,86806.0,49856.0,67090.0,49134.0,42501.0,-34306.0
160000.0,female,high_school,married,46,0,22561.0,-2518.0,3856.0,132.0,3153.0,-25471.0
360000.0,female,university,marriage_others,42,0,412540.0,268996.0,249730.0,249998.0,256233.0,249326.0
150000.0,female,university,married,33,0,35794.0,37240.0,39153.0,39549.0,40656.0,41610.0
100000.0,female,graduate_school,single,29,0,6266.0,-2634.0,7042.0,780.0,0.0,-930.0
50000.0,male,graduate_school,single,49,0,46705.0,47394.0,49566.0,8182.0,9425.0,10400.0
60000.0,female,graduate_school,single,30,0,34735.0,30695.0,35030.0,35633.0,37893.0,35431.0
360000.0,female,high_school,single,27,0,0.0,0.0,0.0,0.0,0.0,0.0
320000.0,male,graduate_school,marriage_others,32,0,-4127.0,2865.0,-2301.0,3182.0,-2104.0,477.0
440000.0,female,graduate_school,married,40,0,399544.0,407028.0,417015.0,419919.0,378635.0,372078.0
80000.0,female,high_school,single,54,0,59439.0,-3281.0,4498.0,4418.0,4488.0,5297.0
30000.0,female,university,married,38,0,18057.0,19322.0,20680.0,19455.0,24626.0,26360.0
30000.0,male,university,single,28,0,22304.0,23698.0,24388.0,26107.0,25350.0,27793.0
200000.0,female,graduate_school,married,44,0,180542.0,186897.0,122343.0,120700.0,123447.0,78008.0
90000.0,female,high_school,married,35,0,31670.0,37501.0,28752.0,19493.0,14475.0,14942.0
50000.0,male,university,married,37,0,21607.0,23121.0,25775.0,0.0,0.0,0.0
130000.0,male,university,single,29,0,124041.0,128547.0,127526.0,122512.0,123981.0,121669.0
490000.0,male,graduate_school,single,28,0,315628.0,199100.0,137828.0,87944.0,115780.0,76443.0
210000.0,female,university,married,44,0,83809.0,86155.0,86931.0,67760.0,68572.0,69144.0
200000.0,female,high_school,married,43,0,109421.0,108403.0,112027.0,100888.0,99667.0,101466.0
290000.0,male,graduate_school,married,46,0,-2094.0,3446.0,-4377.0,4361.0,-2513.0,3207.0
150000.0,female,university,married,42,0,133150.0,136379.0,132220.0,127516.0,144084.0,126604.0
200000.0,male,graduate_school,single,28,0,-13328.0,14235.0,1362.0,-2727.0,2668.0,-4126.0
110000.0,female,university,single,31,0,93706.0,89683.0,90066.0,85936.0,75144.0,75135.0
180000.0,female,university,single,43,0,142122.0,92401.0,96689.0,102925.0,0.0,0.0
130000.0,male,high_school,single,49,0,19068.0,17148.0,9158.0,16871.0,4225.0,2536.0
230000.0,female,education_others,married,35,0,-1543.0,2830.0,-8016.0,9016.0,-21399.0,23090.0
