ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month,PAY_1
25,500000.0,1,1,1,59,-2,-2,-2,-2,-2,-2,0.0,0.0,994.0,3342.0,1240.0,700.0,0.0,994.0,3342.0,1240.0,700.0,2250.0,1,
26,250000.0,1,1,1,35,0,0,0,0,-1,0,70767.0,78906.0,84078.0,70507.0,2841.0,12606.0,10000.0,10000.0,10000.0,3000.0,10000.0,5000.0,0,
27,190000.0,1,1,2,27,1,-1,0,0,0,0,-4370.0,82387.0,83701.0,85035.0,86482.0,88164.0,87998.0,3017.0,3029.0,3127.0,3433.0,3356.0,0,
28,80000.0,1,2,2,27,0,0,0,0,0,2,48329.0,45920.0,47186.0,46882.0,49170.0,48269.0,5004.0,5013.0,5000.0,4000.0,0.0,2002.0,0,
29,330000.0,2,1,2,28,1,-1,2,2,2,2,963.0,11.0,11.0,11.0,11.0,11.0,504.0,0.0,0.0,0.0,0.0,0.0,0,
30,260000.0,2,3,2,49,-2,-2,-2,-2,-2,-2,-5684.0,211466.0,200304.0,2735.0,316.0,305.0,217773.0,200304.0,2759.0,316.0,305.0,2596.0,0,
31,140000.0,2,1,2,31,0,0,0,0,0,0,112936.0,117021.0,107837.0,96546.0,95489.0,97347.0,6000.0,5000.0,3400.0,3617.0,3600.0,3700.0,0,
32,150000.0,1,3,2,32,0,0,0,0,0,0,148352.0,151267.0,143254.0,137379.0,35290.0,1200.0,5210.0,5212.0,4610.0,706.0,1200.0,0.0,0,
33,20000.0,1,3,2,32,0,0,0,0,0,2,3448.0,4460.0,5326.0,6574.0,7417.0,2246.0,1230.0,1096.0,1344.0,1187.0,285.0,66.0,0,
34,450000.0,2,1,2,38,0,-1,-1,-1,-1,-2,1414.0,1080.0,97.0,1749.0,0.0,0.0,1080.0,97.0,1749.0,0.0,0.0,0.0,1,
35,100000.0,1,1,1,45,0,0,0,0,0,0,42049.0,43570.0,44601.0,45598.0,46752.0,48008.0,2200.0,2100.0,2000.0,2000.0,2010.0,2006.0,0,
36,240000.0,1,5,1,50,0,0,0,0,0,0,236470.0,242059.0,235353.0,240001.0,190904.0,193710.0,9560.0,9000.0,8790.0,8013.0,8125.0,8000.0,0,
37,60000.0,1,1,3,47,0,-1,-1,0,0,0,49689.0,2497.0,59271.0,28101.0,29724.0,25664.0,3007.0,59274.0,1500.0,2013.0,1000.0,1000.0,0,
38,10000.0,2,3,1,51,2,2,-2,-2,-2,-1,103.0,-677.0,-677.0,-1067.0,-747.0,71.0,0.0,0.0,0.0,1100.0,818.0,1418.0,1,
39,130000.0,1,2,1,38,0,0,0,0,0,0,61105.0,61386.0,62681.0,64743.0,45288.0,48449.0,3000.0,4000.0,5000.0,3000.0,5000.0,2000.0,0,
40,360000.0,1,1,2,26,0,0,-1,-1,-1,-1,7127.0,6872.0,3381.0,1151.0,1155.0,381.0,1034.0,3397.0,1156.0,1160.0,382.0,1902.0,0,
41,60000.0,1,1,1,37,2,0,0,0,0,0,21962.0,23592.0,25702.0,26961.0,28509.0,29546.0,2000.0,2500.0,2000.0,2000.0,1500.0,2000.0,1,
42,470000.0,1,2,2,27,2,2,2,2,0,0,296573.0,303320.0,307843.0,479978.0,305145.0,309959.0,13000.0,11001.0,0.0,10484.0,10838.0,10367.0,0,
43,50000.0,1,2,1,37,0,0,2,2,2,2,24801.0,27600.0,26858.0,28209.0,29108.0,29980.0,3200.0,0.0,1800.0,1500.0,1500.0,2500.0,1,
44,220000.0,2,2,1,36,-1,-1,-1,0,-1,-1,396.0,1648.0,792.0,396.0,396.0,396.0,1648.0,792.0,0.0,396.0,396.0,792.0,1,
45,200000.0,1,2,1,39,-1,-1,2,-1,0,0,162.0,1879.0,1707.0,617.0,620.0,0.0,1879.0,8.0,617.0,3.0,0.0,0.0,0,
46,110000.0,1,3,2,27,0,0,0,0,0,0,71048.0,74242.0,78032.0,81392.0,48022.0,48068.0,5000.0,5000.0,5000.0,5000.0,3709.0,0.0,0,
47,160000.0,2,1,2,31,0,0,0,0,0,0,160843.0,153543.0,157871.0,143690.0,134386.0,138038.0,6000.0,7225.0,5000.0,5000.0,5900.0,4992.0,0,
48,150000.0,2,1,2,34,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
49,20000.0,1,2,1,45,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19409.0,0,
50,310000.0,1,2,1,36,0,0,0,0,0,0,32782.0,33587.0,39572.0,44598.0,50570.0,64916.0,11406.0,10773.0,10819.0,15766.0,20645.0,5000.0,0,
51,310000.0,2,2,1,44,-1,-1,-2,-2,-2,-2,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
52,130000.0,2,2,1,25,0,0,0,0,0,0,127125.0,78165.0,79306.0,80974.0,83635.0,87287.0,4000.0,3000.0,3000.0,5000.0,5000.0,5000.0,0,
53,220000.0,2,2,1,53,2,0,0,0,0,0,220389.0,223682.0,223193.0,215040.0,210884.0,210479.0,8490.0,8100.0,8000.0,7804.0,8254.0,6640.0,1,
54,50000.0,2,2,1,22,1,1,2,2,2,2,44531.0,50863.0,49555.0,34644.0,28867.0,28983.0,7178.0,0.0,1656.0,944.0,967.0,1112.0,0,
55,270000.0,1,0,2,39,1,-1,-1,-1,-1,-2,0.0,10193.0,69553.0,18607.0,0.0,0.0,10193.0,70213.0,19008.0,399.0,0.0,0.0,0,
56,150000.0,2,2,2,29,-1,-1,-1,-1,-1,-1,933.0,598.0,1062.0,0.0,1810.0,0.0,598.0,1062.0,0.0,1810.0,0.0,3163.0,0,
57,440000.0,2,1,1,53,0,0,0,0,0,0,295180.0,284145.0,255143.0,234395.0,216318.0,202530.0,13007.0,9102.0,10003.0,5000.0,5000.0,6000.0,0,
58,170000.0,2,1,1,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
59,160000.0,1,3,2,30,0,0,0,0,0,0,160388.0,175167.0,127848.0,96066.0,93974.0,40170.0,142159.0,3592.0,7317.0,2312.0,1637.0,1074.0,0,
60,330000.0,1,1,2,25,0,0,0,0,2,0,46140.0,45781.0,48139.0,51137.0,39450.0,25358.0,2504.0,4007.0,5056.0,74.0,1023.0,2566.0,0,
61,200000.0,2,2,2,31,0,0,0,0,0,0,101431.0,102604.0,125731.0,120465.0,118759.0,119378.0,5000.0,30000.0,5809.0,4002.0,4500.0,4100.0,0,
62,250000.0,2,2,1,25,0,0,0,0,0,0,13358.0,19102.0,23681.0,20869.0,25490.0,31258.0,6000.0,5000.0,4000.0,5000.0,6000.0,5000.0,0,
63,30000.0,2,3,2,36,2,2,2,2,2,2,25437.0,26734.0,26011.0,27353.0,26776.0,28620.0,2000.0,0.0,2078.0,0.0,2291.0,0.0,1,
64,130000.0,1,2,2,32,-1,-1,-1,-1,-1,-1,1496.0,1496.0,1496.0,1496.0,1496.0,1496.0,1496.0,1496.0,1496.0,1496.0,1496.0,1496.0,0,
65,50000.0,2,2,2,33,0,0,0,0,0,0,16926.0,17749.0,18760.0,19132.0,19533.0,19936.0,1400.0,1312.0,684.0,709.0,728.0,709.0,0,
66,50000.0,1,2,3,41,0,0,0,0,0,0,51449.0,52260.0,40893.0,81308.0,41463.0,40045.0,1700.0,1679.0,1640.0,1449.0,1454.0,1466.0,1,
67,180000.0,2,2,1,38,0,0,0,0,0,0,150345.0,145797.0,147825.0,145482.0,141846.0,132687.0,5300.0,6840.0,6700.0,5100.0,5000.0,4800.0,1,
68,150000.0,2,3,1,51,0,0,0,0,0,0,113647.0,117322.0,119935.0,124913.0,128108.0,131382.0,5001.0,4000.0,6006.0,5000.0,5008.0,0.0,0,
69,100000.0,1,2,2,28,0,0,2,0,0,0,82238.0,100753.0,93209.0,89813.0,55359.0,32227.0,20000.0,0.0,3501.0,3021.0,5011.0,53408.0,0,
70,140000.0,2,3,1,46,0,0,0,0,0,0,68075.0,69972.0,71805.0,73613.0,75426.0,77169.0,3000.0,3000.0,3000.0,3000.0,3000.0,5000.0,0,
71,60000.0,1,2,1,33,-1,0,0,0,0,0,4843.0,8790.0,12420.0,14731.0,21508.0,7695.0,5000.0,5000.0,4000.0,4000.0,3500.0,3000.0,0,
72,30000.0,2,2,1,41,0,0,0,0,0,0,20061.0,17435.0,14452.0,13050.0,11083.0,9249.0,1542.0,2002.0,2000.0,900.0,1500.0,1500.0,0,
73,200000.0,1,1,2,38,2,-1,-1,-1,-1,-1,1810.0,3388.0,-12.0,1081.0,1884.0,2089.0,3405.0,0.0,1093.0,1893.0,2097.0,7132.0,0,
74,210000.0,1,1,1,34,0,0,0,0,0,-1,42617.0,67734.0,66612.0,65799.0,-41.0,8208.0,30020.0,4043.0,10329.0,0.0,8249.0,2572.0,0,
75,380000.0,2,2,1,30,0,0,0,0,0,0,295618.0,232987.0,105800.0,52296.0,196448.0,168405.0,13437.0,6068.0,2462.0,168159.0,5248.0,5540.0,0,
76,50000.0,1,2,2,25,1,2,0,0,0,0,15491.0,15934.0,17168.0,18376.0,19068.0,19760.0,1000.0,1500.0,1500.0,1000.0,1000.0,2500.0,1,
77,160000.0,2,1,2,27,1,-1,0,0,0,0,0.0,11700.0,12829.0,10801.0,10351.0,3366.0,11700.0,12014.0,8000.0,5000.0,0.0,1263.0,1,
78,20000.0,2,1,2,23,0,0,0,0,0,0,17849.0,15356.0,17146.0,16319.0,15687.0,16948.0,2000.0,2080.0,2000.0,600.0,1500.0,1000.0,0,
79,100000.0,2,1,1,38,0,0,0,0,0,0,66762.0,68566.0,65132.0,48738.0,51020.0,51948.0,5000.0,2436.0,3000.0,3000.0,2000.0,3000.0,0,
80,20000.0,2,1,2,28,0,-1,-1,2,0,0,4647.0,3567.0,20330.0,13463.0,9192.0,7315.0,5057.0,17000.0,0.0,0.0,0.0,1183.0,0,
81,70000.0,2,2,1,29,0,0,0,0,0,0,1929.0,2948.0,3960.0,4038.0,4123.0,4264.0,1054.0,1066.0,144.0,150.0,210.0,500.0,0,
82,270000.0,1,3,2,38,2,2,2,2,2,2,258442.0,263195.0,268769.0,263144.0,273783.0,239278.0,10350.0,11000.0,0.0,16002.0,111.0,8100.0,1,
83,100000.0,2,1,2,31,0,0,0,0,0,0,100296.0,97239.0,98386.0,69324.0,53183.0,53559.0,3703.0,4091.0,3403.0,2001.0,2004.0,2000.0,0,
84,240000.0,1,2,2,35,-1,-1,-1,-1,-1,0,8602.0,18703.0,643.0,11455.0,1326.0,663.0,18718.0,646.0,11478.0,1329.0,3.0,1322.0,0,
85,190000.0,1,1,2,26,0,0,0,0,0,0,184136.0,186387.0,172506.0,89806.0,91744.0,93903.0,9000.0,6500.0,3500.0,3500.0,3800.0,3600.0,0,
86,220000.0,2,2,1,32,-2,-2,-2,-2,-2,-1,183718.0,172250.0,175771.0,180794.0,184650.0,167856.0,6243.0,6376.0,7942.0,8270.0,170000.0,6002.0,1,
87,240000.0,2,1,2,33,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
88,320000.0,1,1,1,40,-1,-1,-1,-1,-1,-1,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,0,
89,140000.0,2,3,1,34,0,0,0,0,0,0,138375.0,138796.0,142280.0,142002.0,89035.0,94006.0,5000.0,8000.0,6314.0,3200.0,6400.0,2100.0,0,
90,480000.0,2,1,2,30,0,0,-1,0,0,-1,75834.0,-105.0,37649.0,45469.0,20020.0,3167.0,105.0,37754.0,32970.0,8000.0,3167.0,10981.0,0,
91,320000.0,1,1,1,37,-1,-1,-2,-2,-2,-1,14515.0,0.0,0.0,0.0,0.0,13439.0,0.0,0.0,0.0,0.0,13439.0,0.0,1,
92,50000.0,2,2,1,29,0,0,0,0,0,0,82843.0,85305.0,86152.0,56250.0,57603.0,19336.0,4000.0,4000.0,2257.0,2000.0,2000.0,700.0,0,
93,60000.0,2,3,2,24,0,0,0,0,0,0,60491.0,61319.0,56550.0,43279.0,28289.0,28013.0,2560.0,1593.0,1348.0,1012.0,1016.0,1007.0,1,
94,500000.0,1,1,2,30,0,0,0,0,0,0,449733.0,425268.0,489942.0,437809.0,409337.0,406573.0,20120.0,120063.0,40000.0,12389.0,12000.0,10000.0,0,
95,130000.0,1,2,1,43,-2,-2,-2,-1,0,0,0.0,0.0,0.0,96963.0,99004.0,101833.0,0.0,0.0,96963.0,3554.0,4435.0,3304.0,0,
96,140000.0,1,1,2,29,0,0,0,0,0,0,29785.0,32140.0,34002.0,23567.0,24377.0,4327.0,4000.0,3000.0,3000.0,1000.0,1000.0,2000.0,0,
97,20000.0,1,2,2,22,1,2,2,2,2,0,9422.0,10106.0,14127.0,14598.0,14069.0,14690.0,1000.0,4211.0,1000.0,0.0,1000.0,1000.0,1,
98,360000.0,1,2,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
99,190000.0,2,2,1,33,0,0,0,0,0,0,142272.0,143386.0,141711.0,142569.0,141733.0,142982.0,8007.0,8000.0,8000.0,5500.0,5339.0,5058.0,0,
100,70000.0,1,2,1,31,1,2,2,2,2,2,32945.0,32133.0,35089.0,34225.0,36663.0,35921.0,0.0,3500.0,0.0,3000.0,0.0,3000.0,0,
101,400000.0,2,3,1,40,0,-1,-1,-1,-1,-1,30179.0,35550.0,71671.0,-329.0,65691.0,23657.0,35729.0,72031.0,0.0,66020.0,23776.0,32948.0,0,
102,270000.0,2,3,1,30,-1,-1,-2,-2,-1,-1,3842.0,3934.0,0.0,0.0,3353.0,764.0,3934.0,0.0,0.0,3353.0,764.0,35532.0,0,
103,200000.0,1,1,1,39,-2,-2,-2,-2,-2,-2,8852.0,3103.0,2005.0,15776.0,2696.0,6147.0,5585.0,2015.0,15854.0,2709.0,6178.0,16961.0,0,
104,210000.0,2,2,1,42,0,0,0,0,0,0,109919.0,92271.0,79445.0,27278.0,32509.0,41225.0,11488.0,10000.0,11990.0,17990.0,15000.0,15000.0,0,
105,330000.0,2,2,2,33,0,0,0,0,0,0,166917.0,159118.0,149325.0,143242.0,138627.0,139977.0,7400.0,6600.0,4800.0,5000.0,5400.0,5100.0,0,
106,300000.0,2,1,1,34,2,0,0,2,0,0,74917.0,70878.0,68463.0,52987.0,46867.0,16335.0,3028.0,4560.0,78.0,3171.0,5015.0,5047.0,1,
107,140000.0,1,2,2,28,0,0,0,0,-1,0,218318.0,135085.0,122762.0,76564.0,139508.0,142253.0,5000.0,6614.0,2198.0,140000.0,5413.0,4689.0,0,
108,370000.0,1,2,1,38,0,0,0,0,0,0,189567.0,183292.0,187344.0,192213.0,193602.0,196470.0,8000.0,8000.0,9000.0,7000.0,7000.0,6500.0,0,
109,230000.0,2,3,2,25,0,0,0,0,-1,-1,26214.0,26504.0,20010.0,0.0,104160.0,0.0,2000.0,1067.0,0.0,104160.0,0.0,0.0,0,
110,230000.0,1,1,2,39,-1,-1,-1,-1,2,-1,260.0,834.0,-150.0,517.0,53.0,603.0,1000.0,0.0,667.0,0.0,700.0,10200.0,0,
111,110000.0,2,2,2,24,1,2,0,0,0,0,72184.0,69650.0,70172.0,48720.0,48540.0,43692.0,0.0,3200.0,2478.0,2000.0,1900.0,2000.0,0,
112,200000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,7618.0,7961.0,1452.0,6248.0,4112.0,0.0,7961.0,1452.0,6248.0,4112.0,0.0,3428.0,0,
113,150000.0,1,2,1,51,2,2,0,0,2,2,17307.0,16736.0,17491.0,24882.0,25229.0,24688.0,0.0,1329.0,7720.0,1051.0,0.0,1987.0,1,
114,210000.0,2,2,1,33,-1,-1,-1,-2,-2,-2,1971.0,748.0,0.0,0.0,0.0,0.0,822.0,0.0,0.0,0.0,0.0,0.0,1,
115,260000.0,2,1,2,39,-1,-1,2,-1,-1,-1,1550.0,978.0,588.0,390.0,390.0,540.0,978.0,0.0,390.0,390.0,540.0,390.0,0,
116,50000.0,1,2,2,35,0,0,0,0,0,0,49986.0,46720.0,48166.0,49167.0,26032.0,26235.0,23800.0,2200.0,2150.0,1000.0,1000.0,1000.0,1,
117,30000.0,1,5,2,24,0,0,0,0,2,2,21652.0,22656.0,23804.0,25668.0,24887.0,0.0,1369.0,1517.0,2381.0,0.0,0.0,0.0,0,
118,140000.0,2,3,2,31,0,0,0,0,0,0,137254.0,92636.0,94641.0,96667.0,98883.0,79972.0,3320.0,3500.0,3600.0,3900.0,3000.0,3000.0,0,
119,50000.0,1,2,2,60,0,0,0,0,0,0,51078.0,50649.0,36384.0,32913.0,9397.0,9755.0,2013.0,2505.0,2100.0,500.0,500.0,500.0,0,
120,50000.0,2,2,1,29,0,0,2,2,2,0,40117.0,45598.0,44570.0,47133.0,46249.0,47179.0,6138.0,0.0,3618.0,0.0,1850.0,1862.0,1,
121,70000.0,2,1,1,45,1,1,-1,0,0,0,116630.0,-67526.0,71562.0,68709.0,28528.0,29171.0,0.0,140043.0,1830.0,1021.0,1103.0,1011.0,0,
122,280000.0,1,2,1,35,0,0,0,0,0,0,202260.0,102097.0,104596.0,106950.0,87706.0,88396.0,4000.0,4000.0,4000.0,3000.0,3600.0,3100.0,0,
123,530000.0,2,2,2,39,0,0,0,0,0,0,398763.0,396324.0,355438.0,317549.0,290182.0,292602.0,17016.0,14102.0,11100.0,11005.0,11102.0,9060.0,0,
124,210000.0,2,2,2,27,-1,-1,-1,-1,-1,-1,190.0,-310.0,1527.0,1901.0,0.0,2706.0,0.0,3054.0,2189.0,0.0,2706.0,0.0,0,
125,80000.0,1,3,1,38,0,0,0,0,0,0,79135.0,75786.0,76280.0,71790.0,49835.0,48880.0,3006.0,4009.0,3006.0,1879.0,2000.0,2144.0,0,
126,50000.0,2,2,1,47,0,0,0,0,0,0,27121.0,53680.0,20476.0,21781.0,17792.0,16657.0,2000.0,1700.0,2000.0,1000.0,702.0,600.0,0,
127,360000.0,2,1,2,27,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
128,130000.0,1,5,2,37,0,0,0,0,0,0,22335.0,23040.0,20487.0,21497.0,21617.0,22268.0,1617.0,1644.0,1654.0,774.0,1000.0,1021.0,0,
129,70000.0,1,3,1,46,2,2,2,2,2,2,29258.0,31137.0,32855.0,33316.0,34137.0,33439.0,2352.0,2531.0,1300.0,1500.0,0.0,1400.0,1,
130,140000.0,2,1,2,30,0,0,0,0,0,0,4975.0,5445.0,6455.0,6847.0,8075.0,8592.0,1200.0,1108.0,500.0,1500.0,650.0,0.0,0,
131,100000.0,2,2,1,41,2,-1,0,0,0,0,155351.0,159591.0,163665.0,170257.0,57747.0,16998.0,105200.0,6035.0,9410.0,1000.0,2000.0,3093.0,1,
132,50000.0,2,2,2,27,2,2,2,2,0,0,19410.0,22085.0,23435.0,22765.0,22990.0,23369.0,3000.0,2000.0,0.0,900.0,900.0,1006.0,1,
133,130000.0,2,2,2,29,0,0,2,0,0,2,88345.0,94597.0,92077.0,93272.0,96298.0,95745.0,8600.0,0.0,3500.0,7100.0,3600.0,2900.0,0,
134,180000.0,1,2,2,26,3,2,2,0,0,2,129728.0,132185.0,126527.0,126407.0,131572.0,127154.0,6006.0,5.0,5008.0,10006.0,10.0,5004.0,0,
135,120000.0,2,2,1,35,1,-2,-2,-2,-1,2,0.0,0.0,0.0,0.0,54683.0,2657.0,0.0,0.0,0.0,54683.0,0.0,2239.0,1,
136,300000.0,1,2,2,31,0,0,0,0,0,0,285038.0,291480.0,298378.0,131103.0,128742.0,124882.0,12507.0,15056.0,5027.0,5007.0,5063.0,3039.0,0,
137,310000.0,2,2,1,34,0,0,0,0,0,0,87842.0,42594.0,26198.0,26766.0,27341.0,28891.0,3021.0,1600.0,1000.0,1000.0,2000.0,3000.0,0,
138,200000.0,2,2,2,37,1,2,0,0,0,0,226365.0,214261.0,210315.0,206563.0,202896.0,173111.0,0.0,8000.0,9000.0,8000.0,7000.0,7200.0,0,
139,80000.0,1,2,1,54,0,0,0,0,0,0,26730.0,24568.0,27979.0,22460.0,22743.0,22988.0,1500.0,3901.0,1001.0,1001.0,1001.0,1901.0,0,
140,300000.0,2,5,2,26,0,0,0,0,-2,-2,293880.0,242669.0,76777.0,34072.0,11632.0,15429.0,11128.0,47009.0,34044.0,11677.0,15483.0,6098.0,0,
141,140000.0,1,2,2,50,0,0,0,0,0,-2,98668.0,88727.0,27203.0,27209.0,-20006.0,-30177.0,4410.0,1804.0,14000.0,10968.0,0.0,82000.0,0,
142,400000.0,1,1,2,34,1,-2,-2,-1,-1,0,-5.0,-5.0,-5.0,1299.0,4374.0,4986.0,0.0,0.0,1304.0,4375.0,1025.0,2952.0,0,
143,80000.0,2,3,1,34,2,3,2,2,2,0,78489.0,76697.0,74847.0,79620.0,78257.0,79953.0,0.0,0.0,6000.0,0.0,3200.0,3000.0,0,
144,190000.0,1,1,2,27,2,2,2,0,0,2,114355.0,124449.0,121093.0,123126.0,131120.0,134135.0,13500.0,0.0,5500.0,10000.0,5200.0,5000.0,1,
145,30000.0,2,2,1,38,0,0,0,0,0,0,23819.0,15367.0,10159.0,9859.0,8360.0,4101.0,1553.0,1033.0,381.0,384.0,404.0,1297.0,0,
146,150000.0,2,2,2,30,1,-2,-2,-2,-1,2,0.0,0.0,0.0,0.0,268.0,118.0,0.0,0.0,0.0,268.0,0.0,7800.0,0,
147,20000.0,1,3,2,26,-1,3,2,0,0,0,20780.0,20172.0,19400.0,20000.0,20000.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0,
148,280000.0,1,1,2,30,-2,-2,-2,-2,-2,-2,3310.0,-6.0,4759.0,996.0,0.0,1199.0,0.0,4765.0,996.0,0.0,1199.0,909.0,0,
149,350000.0,2,1,3,53,1,-2,-2,-2,-2,-1,36138.0,7613.0,5875.0,4020.0,33127.0,6877.0,7619.0,5875.0,4020.0,33127.0,6877.0,0.0,0,
150,70000.0,2,3,1,26,2,0,0,0,0,0,71832.0,71147.0,72227.0,71078.0,50777.0,50841.0,3275.0,3800.0,3200.0,1950.0,2000.0,1828.0,0,
151,500000.0,2,1,1,37,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
152,20000.0,2,2,1,46,4,3,2,3,2,0,15833.0,15286.0,17021.0,16461.0,15901.0,16294.0,0.0,2277.0,0.0,0.0,800.0,1400.0,1,
153,360000.0,2,1,1,38,-1,-1,-1,-1,-1,0,1873.0,13532.0,5757.0,28974.0,8093.0,3250.0,13537.0,5762.0,29000.0,8093.0,1500.0,3513.0,0,
